<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.09	06:15:00	4092.15	4103.27	4091.44	4102.48	4467	0	15
2026.07.09	06:30:00	4102.39	4107.08	4096.00	4102.90	4166	0	15
2026.07.09	06:45:00	4102.81	4108.09	4102.35	4108.01	3013	0	15
2026.07.09	07:00:00	4107.96	4110.27	4101.62	4101.62	3321	0	15
2026.07.09	07:15:00	4101.64	4109.96	4101.64	4109.06	2961	0	15
2026.07.09	07:30:00	4109.06	4110.94	4103.81	4109.11	2658	0	15
2026.07.09	07:45:00	4109.16	4111.17	4104.46	4107.94	2532	0	15
2026.07.09	08:00:00	4107.94	4110.56	4105.35	4108.13	3210	0	15
2026.07.09	08:15:00	4108.13	4117.77	4107.84	4114.88	3490	0	15
2026.07.09	08:30:00	4114.86	4116.68	4110.14	4113.48	2663	0	15
2026.07.09	08:45:00	4113.48	4113.75	4107.84	4108.32	2493	0	15
2026.07.09	09:00:00	4108.36	4109.63	4105.48	4108.68	2638	0	15
2026.07.09	09:15:00	4108.68	4112.43	4107.46	4108.46	2361	0	15
2026.07.09	09:30:00	4108.46	4110.05	4103.34	4103.86	3054	0	15
2026.07.09	09:45:00	4103.86	4107.53	4103.17	4106.39	2034	0	15
2026.07.09	10:00:00	4106.38	4110.15	4104.02	4105.16	2277	0	15
2026.07.09	10:15:00	4105.16	4106.59	4103.97	4104.25	1775	0	15
2026.07.09	10:30:00	4104.25	4105.39	4102.32	4103.49	1998	0	15
2026.07.09	10:45:00	4103.49	4104.57	4093.76	4099.13	3411	0	15
2026.07.09	11:00:00	4099.16	4105.15	4097.83	4104.94	3135	0	15
2026.07.09	11:15:00	4104.94	4107.17	4099.10	4100.50	2526	0	15
2026.07.09	11:30:00	4100.47	4109.39	4098.87	4106.26	2806	0	15
2026.07.09	11:45:00	4106.26	4110.51	4104.56	4108.75	2467	0	15
2026.07.09	12:00:00	4108.75	4120.10	4106.03	4112.63	3634	0	15
2026.07.09	12:15:00	4112.69	4113.46	4105.18	4107.62	3714	0	15
2026.07.09	12:30:00	4107.38	4122.64	4107.22	4113.30	4180	0	15
2026.07.09	12:45:00	4113.28	4114.67	4107.48	4107.75	3370	0	15
2026.07.09	13:00:00	4107.72	4121.18	4106.83	4120.59	4776	0	15
2026.07.09	13:15:00	4120.63	4127.17	4118.60	4126.05	4361	0	15
2026.07.09	13:30:00	4126.15	4129.51	4119.69	4127.37	5872	0	15
2026.07.09	13:45:00	4127.32	4127.68	4117.81	4121.98	5805	0	15
2026.07.09	14:00:00	4121.87	4135.76	4120.53	4122.18	6121	0	15
2026.07.09	14:15:00	4122.18	4125.55	4113.93	4124.82	6046	0	15
2026.07.09	14:30:00	4124.97	4126.81	4120.69	4124.26	4572	0	15
2026.07.09	14:45:00	4124.26	4128.03	4118.15	4127.87	4214	0	15
2026.07.09	15:00:00	4127.96	4130.88	4124.81	4124.93	3894	0	15
2026.07.09	15:15:00	4125.05	4130.70	4124.43	4127.86	3884	0	15
2026.07.09	15:30:00	4127.98	4131.38	4126.25	4130.18	3380	0	15
2026.07.09	15:45:00	4130.19	4132.72	4126.39	4126.79	3264	0	15
2026.07.09	16:00:00	4126.83	4131.32	4125.78	4130.23	2739	0	15
2026.07.09	16:15:00	4130.23	4133.13	4128.84	4132.73	3016	0	15
2026.07.09	16:30:00	4132.73	4138.12	4131.53	4133.20	3221	0	15
2026.07.09	16:45:00	4133.20	4134.40	4127.91	4128.09	2370	0	15
2026.07.09	17:00:00	4128.09	4128.93	4125.63	4127.61	2973	0	15
2026.07.09	17:15:00	4127.56	4131.93	4125.07	4131.65	3304	0	15
2026.07.09	17:30:00	4131.65	4134.34	4129.30	4132.29	2989	0	15
2026.07.09	17:45:00	4132.29	4138.07	4132.04	4136.16	2489	0	15
2026.07.09	18:00:00	4136.16	4136.35	4127.53	4128.72	2495	0	15
2026.07.09	18:15:00	4128.80	4128.81	4123.14	4124.00	2304	0	15
2026.07.09	18:30:00	4124.01	4125.49	4121.53	4125.49	2078	0	15
2026.07.09	18:45:00	4125.51	4125.59	4122.38	4124.54	1979	0	15
2026.07.09	19:00:00	4124.43	4127.05	4122.98	4124.43	2333	0	15
2026.07.09	19:15:00	4124.43	4125.60	4120.54	4120.87	1874	0	15
2026.07.09	19:30:00	4120.89	4122.79	4118.83	4120.24	2342	0	15
2026.07.09	19:45:00	4120.22	4123.53	4119.99	4122.44	2747	0	15
2026.07.09	20:00:00	4122.37	4124.07	4120.67	4121.32	1326	0	15
2026.07.09	20:15:00	4121.32	4122.43	4120.42	4121.10	861	0	28
2026.07.09	20:30:00	4121.10	4125.57	4120.77	4124.46	808	0	28
2026.07.09	20:45:00	4124.46	4124.46	4123.04	4123.61	774	0	28
2026.07.09	22:00:00	4125.04	4127.50	4122.20	4123.52	987	0	28
2026.07.09	22:15:00	4123.52	4124.76	4122.09	4123.18	1295	0	28
2026.07.09	22:30:00	4123.21	4124.77	4122.29	4123.63	1277	0	28
2026.07.09	22:45:00	4123.62	4124.18	4121.45	4121.70	1101	0	28
2026.07.09	23:00:00	4121.74	4124.45	4121.42	4123.78	1128	0	15
2026.07.09	23:15:00	4123.80	4125.16	4121.34	4122.15	1085	0	15
2026.07.09	23:30:00	4122.15	4123.07	4121.09	4122.82	836	0	15
2026.07.09	23:45:00	4122.82	4124.51	4121.57	4123.41	1586	0	15
2026.07.10	00:00:00	4123.41	4125.73	4119.71	4122.20	2802	0	15
2026.07.10	00:15:00	4122.20	4123.77	4116.99	4119.61	2291	0	15
2026.07.10	00:30:00	4119.61	4124.02	4114.47	4123.24	2716	0	15
2026.07.10	00:45:00	4123.24	4128.22	4121.30	4126.19	2935	0	15
2026.07.10	01:00:00	4126.20	4131.05	4118.96	4125.06	4601	0	15
2026.07.10	01:15:00	4125.06	4127.28	4120.32	4121.75	3757	0	15
2026.07.10	01:30:00	4121.75	4123.51	4108.86	4111.85	3784	0	15
2026.07.10	01:45:00	4111.85	4121.29	4108.64	4116.82	3683	0	15
2026.07.10	02:00:00	4116.85	4128.89	4116.07	4124.73	3470	0	15
2026.07.10	02:15:00	4124.69	4127.92	4121.58	4125.97	2457	0	15
2026.07.10	02:30:00	4125.97	4128.73	4122.37	4125.73	2767	0	15
2026.07.10	02:45:00	4125.73	4129.06	4123.42	4127.91	2501	0	15
2026.07.10	03:00:00	4127.91	4134.85	4125.93	4126.64	2881	0	15
2026.07.10	03:15:00	4126.64	4128.39	4120.73	4125.37	2595	0	15
2026.07.10	03:30:00	4125.37	4127.84	4121.16	4121.62	2020	0	15
2026.07.10	03:45:00	4121.62	4122.41	4119.17	4120.36	1486	0	15
2026.07.10	04:00:00	4120.38	4121.18	4116.81	4121.04	1629	0	15
2026.07.10	04:15:00	4121.08	4121.15	4112.09	4117.64	2293	0	15
2026.07.10	04:30:00	4117.64	4119.77	4116.80	4119.22	1459	0	15
2026.07.10	04:45:00	4119.22	4119.29	4115.04	4115.25	1590	0	15
2026.07.10	05:00:00	4115.22	4116.50	4113.20	4114.11	1717	0	15
2026.07.10	05:15:00	4114.11	4117.22	4112.93	4114.24	1699	0	15
2026.07.10	05:30:00	4114.25	4115.41	4108.91	4114.11	3392	0	15
2026.07.10	05:45:00	4114.11	4117.21	4108.11	4116.92	3228	0	15
2026.07.10	06:00:00	4116.93	4119.25	4114.92	4115.25	3135	0	15
2026.07.10	06:15:00	4115.28	4120.07	4114.02	4114.52	3131	0	15
2026.07.10	06:30:00	4114.46	4116.16	4111.27	4111.69	2883	0	15
2026.07.10	06:45:00	4111.69	4114.53	4111.28	4111.75	2342	0	15
2026.07.10	07:00:00	4111.45	4113.63	4109.01	4111.41	2130	0	15
2026.07.10	07:15:00	4111.59	4115.41	4108.66	4112.53	2068	0	15
2026.07.10	07:30:00	4112.55	4114.53	4105.13	4106.82	1905	0	15
2026.07.10	07:45:00	4106.89	4109.96	4104.38	4109.00	2339	0	15
2026.07.10	08:00:00	4109.01	4109.59	4103.98	4107.31	2761	0	15
2026.07.10	08:15:00	4107.31	4108.85	4103.04	4104.35	2307	0	15
2026.07.10	08:30:00	4104.36	4105.65	4099.53	4101.73	2463	0	15
2026.07.10	08:45:00	4101.73	4101.76	4094.84	4098.03	2278	0	15
2026.07.10	09:00:00	4097.98	4100.74	4094.47	4100.74	2463	0	15
2026.07.10	09:15:00	4100.75	4103.43	4099.89	4102.75	1931	0	15
2026.07.10	09:30:00	4102.67	4103.98	4098.31	4102.84	1698	0	15
